LocalDateTime,DateTime,hour,minute,BA_total,wind_check,lower_wind,upper_wind,quantile,variance,extracted_hour
2019-02-12T10:45:00.0,2019-02-12T14:45:00.0,14,45,1500.72020963,1.0,880.3072115291665,1799.1384959,0.6183928836520888,53825.163501583505,10
2019-02-12T10:50:00.0,2019-02-12T14:50:00.0,14,50,1499.7547766,1.0,880.3072115291665,1799.1384959,0.6168299603716584,53825.163501583505,10
2019-02-12T10:55:00.0,2019-02-12T14:55:00.0,14,55,1500.88986575,1.0,880.3072115291665,1799.1384959,0.6186675370888116,53825.163501583505,10
2019-02-12T11:00:00.0,2019-02-12T15:00:00.0,15,0,1502.5874985,1.0,1055.263125314205,1799.1384959,0.5764298415738752,31869.297118647955,11
2019-02-12T11:05:00.0,2019-02-12T15:05:00.0,15,5,1503.4049477,1.0,1055.263125314205,1799.1384959,0.5782337724192478,31869.297118647955,11
2019-02-12T11:10:00.0,2019-02-12T15:10:00.0,15,10,1503.30517,1.0,1055.263125314205,1799.1384959,0.5780135849498487,31869.297118647955,11
2019-02-12T11:15:00.0,2019-02-12T15:15:00.0,15,15,1502.3272471,1.0,1066.1179086428867,1799.1384959,0.5729041656466921,30621.275919754058,11
2019-02-12T11:20:00.0,2019-02-12T15:20:00.0,15,20,1509.6564232599999,1.0,1066.1179086428867,1799.1384959,0.5893823375490607,30621.275919754058,11
2019-02-12T11:25:00.0,2019-02-12T15:25:00.0,15,25,1508.83680116,1.0,1066.1179086428867,1799.1384959,0.587543671920359,30621.275919754058,11
2019-02-12T11:30:00.0,2019-02-12T15:30:00.0,15,30,1504.9111593,1.0,1012.7510990244975,1799.1384959,0.5891349637611968,37082.07830127748,11
2019-02-12T11:35:00.0,2019-02-12T15:35:00.0,15,35,1503.2655506,1.0,1012.7510990244975,1799.1384959,0.5858088840276738,37082.07830127748,11
2019-02-12T11:40:00.0,2019-02-12T15:40:00.0,15,40,1501.6984326,1.0,1012.7510990244975,1799.1384959,0.5826414485250299,37082.07830127748,11
2019-02-12T11:45:00.0,2019-02-12T15:45:00.0,15,45,1501.16829385,1.0,999.9473126131852,1799.1384959,0.5920604541414359,38250.06977081485,11
2019-02-12T11:50:00.0,2019-02-12T15:50:00.0,15,50,1503.54221843,1.0,999.9473126131852,1799.1384959,0.5967581832882621,38250.06977081485,11
2019-02-12T11:55:00.0,2019-02-12T15:55:00.0,15,55,1507.74408324,1.0,999.9473126131852,1799.1384959,0.6050400314517885,38250.06977081485,11
2019-02-12T12:00:00.0,2019-02-12T16:00:00.0,16,0,1510.9133739,1.0,1219.4117532853786,1798.2962524995994,0.5066025531585234,16133.981584187597,12
2019-02-12T12:05:00.0,2019-02-12T16:05:00.0,16,5,1521.15116796,1.0,1219.4117532853786,1798.2962524995994,0.5393653062144329,16133.981584187597,12
2019-02-12T12:10:00.0,2019-02-12T16:10:00.0,16,10,1522.5736672,1.0,1219.4117532853786,1798.2962524995994,0.5438988947237827,16133.981584187597,12
2019-02-12T12:15:00.0,2019-02-12T16:15:00.0,16,15,1528.8918917,1.0,1165.270299155255,1799.1384959,0.5419739060275005,22712.540739047807,12
2019-02-12T12:20:00.0,2019-02-12T16:20:00.0,16,20,1523.3219314,1.0,1165.270299155255,1799.1384959,0.5271706810107344,22712.540739047807,12
2019-02-12T12:25:00.0,2019-02-12T16:25:00.0,16,25,1524.1348114,1.0,1165.270299155255,1799.1384959,0.5293351054170208,22712.540739047807,12
2019-02-12T12:30:00.0,2019-02-12T16:30:00.0,16,30,1529.1760375000001,1.0,1144.9013522152773,1799.1384959,0.5505735513437121,24756.545997890178,12
2019-02-12T12:35:00.0,2019-02-12T16:35:00.0,16,35,1534.46377444,1.0,1144.9013522152773,1799.1384959,0.5638984672644998,24756.545997890178,12
2019-02-12T12:40:00.0,2019-02-12T16:40:00.0,16,40,1538.0175319,1.0,1144.9013522152773,1799.1384959,0.5728169242044031,24756.545997890178,12
2019-02-12T12:45:00.0,2019-02-12T16:45:00.0,16,45,1540.1259619,1.0,1111.4483381859543,1799.1384959,0.5653796194479718,29142.899128091056,12
2019-02-12T12:50:00.0,2019-02-12T16:50:00.0,16,50,1540.9442629,1.0,1111.4483381859543,1799.1384959,0.5672513135441826,29142.899128091056,12
2019-02-12T12:55:00.0,2019-02-12T16:55:00.0,16,55,1541.4954688999999,1.0,1111.4483381859543,1799.1384959,0.5685120831338516,29142.899128091056,12
2019-02-12T13:00:00.0,2019-02-12T17:00:00.0,17,0,1550.0543059,1.0,1130.3349084069691,1799.1384959,0.5610661953764532,27971.701946786605,13
