LocalDateTime,DateTime,hour,BA_total,load_check,lower_load,upper_load,quantile,variance
2017-12-31T18:00:00.0,2018-01-01T00:00:00.0,0,53687.473,1.0,48101.316,58772.562,0.5434882474939504,5.482617618617535e6
2017-12-31T19:00:00.0,2018-01-01T01:00:00.0,1,52889.168,1.0,43779.086,61488.445,0.5267475626595253,1.509952672764206e7
2017-12-31T20:00:00.0,2018-01-01T02:00:00.0,2,52022.8,1.0,43928.29,57568.375,0.6681106941372372,8.957608807446003e6
2017-12-31T21:00:00.0,2018-01-01T03:00:00.0,3,51157.402,1.0,45707.555,56898.953,0.4758262985400739,6.030127880752087e6
2017-12-31T22:00:00.0,2018-01-01T04:00:00.0,4,50745.27,1.0,42883.586,56980.715,0.6057826180884719,9.567953155350685e6
2017-12-31T23:00:00.0,2018-01-01T05:00:00.0,5,50582.97,1.0,42203.363,56150.14,0.6805048111105847,9.364952487495422e6
2018-01-01T00:00:00.0,2018-01-01T06:00:00.0,6,50699.58,1.0,47432.883,51714.22,0.889450980392157,882504.0002775192
2018-01-01T01:00:00.0,2018-01-01T07:00:00.0,7,50811.016,1.0,46211.254,54610.234,0.5877349689011755,3.3963372530303e6
2018-01-01T02:00:00.0,2018-01-01T08:00:00.0,8,51228.934,1.0,46036.934,55972.734,0.541786390466645,4.752951360659599e6
2018-01-01T03:00:00.0,2018-01-01T09:00:00.0,9,52158.605,1.0,49058.418,55201.895,0.5085943447525834,1.8171301533298492e6
2018-01-01T04:00:00.0,2018-01-01T10:00:00.0,10,53510.668,1.0,51288.66,57456.11,0.25783892454886775,1.8313395597510338e6
2018-01-01T05:00:00.0,2018-01-01T11:00:00.0,11,54709.176,1.0,51468.633,57947.652,0.500295373155709,2.021047314807415e6
2018-01-01T06:00:00.0,2018-01-01T12:00:00.0,12,55260.152,1.0,54213.695,58512.99,0.11633555891492403,889920.8378200531
2018-01-01T07:00:00.0,2018-01-01T13:00:00.0,13,55814.418,1.0,52965.344,59010.684,0.4468611829101409,1.7595407679553032e6
2018-01-01T08:00:00.0,2018-01-01T14:00:00.0,14,56115.23,1.0,52506.89,58004.523,0.7664900920580443,1.4551543518948555e6
2018-01-01T09:00:00.0,2018-01-01T15:00:00.0,15,55729.277,1.0,52754.85,57220.49,0.7801403263119454,960118.1926689148
2018-01-01T10:00:00.0,2018-01-01T16:00:00.0,16,54888.973,1.0,51625.043,55602.65,0.9319947277224053,761731.2143168449
2018-01-01T11:00:00.0,2018-01-01T17:00:00.0,17,53525.36,1.0,46548.03,57215.477,0.763248006433023,5.47871262757349e6
2018-01-01T12:00:00.0,2018-01-01T18:00:00.0,18,52135.625,1.0,48144.51,56133.555,0.49920780578464324,3.072894013417721e6
2018-01-01T13:00:00.0,2018-01-01T19:00:00.0,19,51089.938,1.0,48971.984,55306.39,0.2204517820168288,1.931832156800747e6
2018-01-01T14:00:00.0,2018-01-01T20:00:00.0,20,50833.254,1.0,47289.13,55804.35,0.3483320248807296,3.490998715581417e6
2018-01-01T15:00:00.0,2018-01-01T21:00:00.0,21,52073.26,1.0,50598.355,58915.953,0.06676841359773383,3.3308402815966606e6
2018-01-01T16:00:00.0,2018-01-01T22:00:00.0,22,55731.58,1.0,52613.508,59424.453,0.42218046521587876,2.2334297197799683e6
2018-01-01T17:00:00.0,2018-01-01T23:00:00.0,23,57228.027,1.0,53124.59,60396.562,0.6175542348423706,2.546021593278885e6
2018-01-01T18:00:00.0,2018-01-02T00:00:00.0,0,57304.348,1.0,50671.703,62376.023,0.6218113298561905,6.59553640961647e6
2018-01-01T19:00:00.0,2018-01-02T01:00:00.0,1,57080.42,1.0,43591.086,64262.93,0.7610596713511121,2.0573878518297672e7
2018-01-01T20:00:00.0,2018-01-02T02:00:00.0,2,55684.324,1.0,43297.805,61084.926,0.8195492879084056,1.5232427932598114e7
2018-01-01T21:00:00.0,2018-01-02T03:00:00.0,3,53710.965,1.0,41407.55,58615.68,0.8413729910786174,1.4256895692580223e7
2018-01-01T22:00:00.0,2018-01-02T04:00:00.0,4,51985.47,1.0,40580.184,58041.137,0.7619772877997659,1.4678907422589779e7
2018-01-01T23:00:00.0,2018-01-02T05:00:00.0,5,50886.566,1.0,43685.72,56786.07,0.5913742979848029,8.262732749587536e6
2018-01-02T00:00:00.0,2018-01-02T06:00:00.0,6,50361.746,1.0,47316.37,52071.59,0.7432175169640606,1.0886761577706337e6
2018-01-02T01:00:00.0,2018-01-02T07:00:00.0,7,50245.156,1.0,43945.934,53492.08,0.7714945922244961,4.387463570953846e6
2018-01-02T02:00:00.0,2018-01-02T08:00:00.0,8,50614.285,1.0,44561.586,55450.734,0.6024993007683331,5.708811979566097e6
2018-01-02T03:00:00.0,2018-01-02T09:00:00.0,9,51913.234,1.0,47889.957,55128.758,0.6024032964585334,2.522846159324646e6
2018-01-02T04:00:00.0,2018-01-02T10:00:00.0,10,54458.13,1.0,49110.055,56868.39,0.8108034571062736,2.8979783974633217e6
2018-01-02T05:00:00.0,2018-01-02T11:00:00.0,11,57013.906,1.0,52042.37,57708.25,0.960421358242868,1.5455830816216469e6
2018-01-02T06:00:00.0,2018-01-02T12:00:00.0,12,58020.203,1.0,55258.406,59033.117,0.8594335383492011,686001.2834868431
2018-01-02T07:00:00.0,2018-01-02T13:00:00.0,13,58612.77,1.0,54065.52,61423.06,0.7085571531429309,2.6062895823950768e6
2018-01-02T08:00:00.0,2018-01-02T14:00:00.0,14,59101.23,1.0,53459.016,59560.582,0.9755089192025186,1.7924223621473312e6
2018-01-02T09:00:00.0,2018-01-02T15:00:00.0,15,59083.47,1.0,53863.605,59380.664,0.980805892762124,1.465456595152855e6
2018-01-02T10:00:00.0,2018-01-02T16:00:00.0,16,58413.965,0.0,53533.508,57659.938,1.0,819797.1040024757
2018-01-02T11:00:00.0,2018-01-02T17:00:00.0,17,57671.387,1.0,49105.93,59000.105,0.955354684771549,4.713210189701557e6
2018-01-02T12:00:00.0,2018-01-02T18:00:00.0,18,57136.043,0.0,45964.707,55132.652,1.0,4.046706280840397e6
2018-01-02T13:00:00.0,2018-01-02T19:00:00.0,19,56931.42,0.0,47509.402,53104.832,1.0,1.507386559314251e6
2018-01-02T14:00:00.0,2018-01-02T20:00:00.0,20,57247.88,0.0,47791.312,54597.543,1.0,2.2303399935364723e6
2018-01-02T15:00:00.0,2018-01-02T21:00:00.0,21,58493.793,0.0,50713.723,56947.438,1.0,1.870904201130867e6
2018-01-02T16:00:00.0,2018-01-02T22:00:00.0,22,61227.05,0.0,52333.223,57737.1,1.0,1.4059477887129784e6
2018-01-02T17:00:00.0,2018-01-02T23:00:00.0,23,62006.426,0.0,50931.348,59935.777,1.0,3.9036425368180275e6
2018-01-02T18:00:00.0,2018-01-03T00:00:00.0,0,61617.457,1.0,50162.703,62234.4,0.9812771835566081,7.016078047190666e6
2018-01-02T19:00:00.0,2018-01-03T01:00:00.0,1,60635.38,0.0,40659.773,58583.16,1.0,1.5466709617136002e7
2018-01-02T20:00:00.0,2018-01-03T02:00:00.0,2,58624.113,1.0,42718.953,60293.99,0.9702013714565603,1.4871337524103642e7
2018-01-02T21:00:00.0,2018-01-03T03:00:00.0,3,56163.26,1.0,44767.633,59962.645,0.8775293628389959,1.111629084396696e7
2018-01-02T22:00:00.0,2018-01-03T04:00:00.0,4,54507.656,1.0,44114.883,56515.1,0.9420380459683938,7.403149881878853e6
2018-01-02T23:00:00.0,2018-01-03T05:00:00.0,5,53809.484,1.0,41826.19,55378.52,0.962843187959132,8.84271103673315e6
2018-01-03T00:00:00.0,2018-01-03T06:00:00.0,6,53711.312,0.0,46035.098,52016.742,1.0,1.7226580809345245e6
2018-01-03T01:00:00.0,2018-01-03T07:00:00.0,7,54147.562,1.0,42336.793,56711.01,0.9326348100487686,9.947782759099007e6
2018-01-03T02:00:00.0,2018-01-03T08:00:00.0,8,55067.707,1.0,42804.164,58432.82,0.9072618383140492,1.1759827965819359e7
2018-01-03T03:00:00.0,2018-01-03T09:00:00.0,9,56766.73,0.0,47980.46,56409.367,1.0,3.4205853210344315e6
2018-01-03T04:00:00.0,2018-01-03T10:00:00.0,10,59794.047,0.0,49985.934,56286.902,1.0,1.9114908807702065e6
2018-01-03T05:00:00.0,2018-01-03T11:00:00.0,11,62592.457,0.0,50956.2,60140.062,1.0,4.060771600373745e6
2018-01-03T06:00:00.0,2018-01-03T12:00:00.0,12,62527.234,0.0,52821.855,59935.934,1.0,2.4366591933078766e6
2018-01-03T07:00:00.0,2018-01-03T13:00:00.0,13,60341.684,1.0,49482.695,62891.133,0.9251788737162848,8.655936130824089e6
2018-01-03T08:00:00.0,2018-01-03T14:00:00.0,14,57474.746,1.0,50777.914,60154.098,0.8405551483626903,4.232625627511501e6
2018-01-03T09:00:00.0,2018-01-03T15:00:00.0,15,54254.86,1.0,49633.965,55848.152,0.8714452336563792,1.8592000324640274e6
2018-01-03T10:00:00.0,2018-01-03T16:00:00.0,16,51127.01,1.0,45821.406,52603.51,0.9053847045191198,2.2145561987190247e6
2018-01-03T11:00:00.0,2018-01-03T17:00:00.0,17,48207.92,1.0,40399.62,52891.965,0.719648122392211,7.513559994093895e6
2018-01-03T12:00:00.0,2018-01-03T18:00:00.0,18,45848.957,1.0,38413.63,45930.105,0.9881573396005767,2.7201092836277485e6
2018-01-03T13:00:00.0,2018-01-03T19:00:00.0,19,43885.043,1.0,38688.52,46697.582,0.755649538000803,3.0883123553066254e6
2018-01-03T14:00:00.0,2018-01-03T20:00:00.0,20,42971.09,1.0,37398.65,43655.48,0.9651293394145148,1.8848051670632362e6
2018-01-03T15:00:00.0,2018-01-03T21:00:00.0,21,43655.92,1.0,39539.875,46317.95,0.6911179765825984,2.2119234002358913e6
2018-01-03T16:00:00.0,2018-01-03T22:00:00.0,22,47538.86,0.0,40037.777,45138.344,1.0,1.2525480439476967e6
2018-01-03T17:00:00.0,2018-01-03T23:00:00.0,23,50126.844,0.0,39789.215,48154.934,1.0,3.3694913025012016e6
2018-01-03T18:00:00.0,2018-01-04T00:00:00.0,0,51028.316,0.0,40725.1,50487.875,1.0,4.588851779392719e6
2018-01-03T19:00:00.0,2018-01-04T01:00:00.0,1,51428.535,1.0,40052.016,56004.75,0.8393086400092655,1.2252592701468468e7
2018-01-03T20:00:00.0,2018-01-04T02:00:00.0,2,50596.004,1.0,40028.47,53753.88,0.8953341547560376,9.070022846063137e6
2018-01-03T21:00:00.0,2018-01-04T03:00:00.0,3,48942.613,1.0,40618.59,55332.008,0.6201535934390057,1.0422812627584457e7
2018-01-03T22:00:00.0,2018-01-04T04:00:00.0,4,47708.13,1.0,38314.543,51617.36,0.8312207909447589,8.520103219340086e6
2018-01-03T23:00:00.0,2018-01-04T05:00:00.0,5,47265.277,1.0,40045.44,51489.723,0.7286911818564087,6.305722465399504e6
2018-01-04T00:00:00.0,2018-01-04T06:00:00.0,6,47277.105,1.0,36461.68,49094.047,0.9511609429812352,7.682932930855989e6
2018-01-04T01:00:00.0,2018-01-04T07:00:00.0,7,47762.516,1.0,35631.793,53019.45,0.8211083448275865,1.455592558465147e7
2018-01-04T02:00:00.0,2018-01-04T08:00:00.0,8,48646.785,1.0,35290.117,54922.996,0.7992499208919354,1.8557771415132523e7
2018-01-04T03:00:00.0,2018-01-04T09:00:00.0,9,50577.61,1.0,40560.81,53690.582,0.8893599042950355,8.299885911918163e6
2018-01-04T04:00:00.0,2018-01-04T10:00:00.0,10,53716.996,1.0,44579.57,55412.15,0.9448278722917303,5.649650205480576e6
2018-01-04T05:00:00.0,2018-01-04T11:00:00.0,11,56824.42,1.0,45476.668,57858.207,0.9733003882579665,7.380858681805611e6
2018-01-04T06:00:00.0,2018-01-04T12:00:00.0,12,56826.05,1.0,46890.77,57342.613,0.981564486655878,5.259488063238144e6
2018-01-04T07:00:00.0,2018-01-04T13:00:00.0,13,54353.746,1.0,42678.76,61393.258,0.7177531987441342,1.686218830563879e7
2018-01-04T08:00:00.0,2018-01-04T14:00:00.0,14,51007.082,1.0,46335.684,58263.57,0.30708200125693375,6.849906935808182e6
2018-01-04T09:00:00.0,2018-01-04T15:00:00.0,15,47980.58,1.0,45862.45,55348.09,0.09901077050538563,4.332024545817852e6
2018-01-04T10:00:00.0,2018-01-04T16:00:00.0,16,45368.457,1.0,42686.96,51817.48,0.16857133824012968,4.013734261076927e6
2018-01-04T11:00:00.0,2018-01-04T17:00:00.0,17,43164.473,1.0,32683.469,49818.258,0.6983226021208806,1.413563186684513e7
2018-01-04T12:00:00.0,2018-01-04T18:00:00.0,18,41524.906,1.0,32567.156,46847.625,0.7231096858354169,9.818443376784325e6
2018-01-04T13:00:00.0,2018-01-04T19:00:00.0,19,40474.85,1.0,31999.63,46600.242,0.6459356537831873,1.0263603046937943e7
2018-01-04T14:00:00.0,2018-01-04T20:00:00.0,20,40544.082,1.0,32666.066,46202.11,0.648590366995957,8.821471825356245e6
2018-01-04T15:00:00.0,2018-01-04T21:00:00.0,21,41734.246,1.0,31770.908,47085.855,0.7581833460656991,1.129246717190504e7
2018-01-04T16:00:00.0,2018-01-04T22:00:00.0,22,45006.832,1.0,36276.543,45250.64,0.9853630156526371,3.877385738322735e6
2018-01-04T17:00:00.0,2018-01-04T23:00:00.0,23,46491.465,1.0,33512.246,50324.227,0.8971075490013629,1.3608036698165894e7
2018-01-04T18:00:00.0,2018-01-05T00:00:00.0,0,46756.99,1.0,34734.105,52374.92,0.8008322851305467,1.498287337853074e7
2018-01-04T19:00:00.0,2018-01-05T01:00:00.0,1,46429.16,1.0,35080.4,54748.25,0.639961054550305,1.8623939819471598e7
2018-01-04T20:00:00.0,2018-01-05T02:00:00.0,2,44933.59,1.0,34926.074,53946.625,0.5484028235659154,1.7418222529834032e7
2018-01-04T21:00:00.0,2018-01-05T03:00:00.0,3,42839.742,1.0,33023.363,52576.11,0.5037975548636949,1.8406584778617382e7
2018-01-04T22:00:00.0,2018-01-05T04:00:00.0,4,41237.332,1.0,32543.734,50967.574,0.4479316675979888,1.6342482430395365e7
2018-01-04T23:00:00.0,2018-01-05T05:00:00.0,5,40330.77,1.0,28666.695,49909.234,0.5903323288485203,2.172554104321122e7
2018-01-05T00:00:00.0,2018-01-05T06:00:00.0,6,40063.465,1.0,32115.736,51111.86,0.35208447313710417,1.737351322520089e7
2018-01-05T01:00:00.0,2018-01-05T07:00:00.0,7,40207.0,1.0,30940.502,49902.67,0.4790051189871439,1.7311461257223845e7
2018-01-05T02:00:00.0,2018-01-05T08:00:00.0,8,40956.887,1.0,30298.316,50009.816,0.575142537368655,1.8706693619840622e7
2018-01-05T03:00:00.0,2018-01-05T09:00:00.0,9,42625.816,1.0,33577.703,49469.336,0.6265392984014209,1.215890842531538e7
2018-01-05T04:00:00.0,2018-01-05T10:00:00.0,10,45544.05,1.0,36985.535,51872.13,0.6362767094644604,1.0669606742287874e7
2018-01-05T05:00:00.0,2018-01-05T11:00:00.0,11,48515.2,1.0,39040.977,53801.55,0.745357974212092,1.0489731524917603e7
2018-01-05T06:00:00.0,2018-01-05T12:00:00.0,12,48874.125,1.0,39995.5,52159.16,0.8576020430398059,7.123384799169779e6
2018-01-05T07:00:00.0,2018-01-05T13:00:00.0,13,47589.94,1.0,35130.42,54158.445,0.7642794891059354,1.743191548414707e7
2018-01-05T08:00:00.0,2018-01-05T14:00:00.0,14,45834.77,1.0,37618.875,53548.863,0.5292080842849496,1.2217679818743467e7
2018-01-05T09:00:00.0,2018-01-05T15:00:00.0,15,43854.293,1.0,37261.613,52509.383,0.3765189170426936,1.1193615662521124e7
2018-01-05T10:00:00.0,2018-01-05T16:00:00.0,16,41678.11,1.0,34054.25,48765.63,0.5337920719905487,1.041992403716588e7
2018-01-05T11:00:00.0,2018-01-05T17:00:00.0,17,39722.88,1.0,31573.191,46268.574,0.600220650981348,1.0397274213973999e7
2018-01-05T12:00:00.0,2018-01-05T18:00:00.0,18,38307.3,1.0,29339.838,44701.19,0.6516304942142676,1.1361001563176155e7
2018-01-05T13:00:00.0,2018-01-05T19:00:00.0,19,37184.668,1.0,27161.99,44541.01,0.6394193885970735,1.454146961642456e7
2018-01-05T14:00:00.0,2018-01-05T20:00:00.0,20,36549.797,1.0,25332.574,45085.926,0.6238946644517082,1.878621333436942e7
2018-01-05T15:00:00.0,2018-01-05T21:00:00.0,21,36948.285,1.0,25874.879,45069.27,0.639764479714278,1.773806904515171e7
2018-01-05T16:00:00.0,2018-01-05T22:00:00.0,22,39443.508,1.0,32663.191,44631.754,0.6215061910377361,6.896704274690628e6
2018-01-05T17:00:00.0,2018-01-05T23:00:00.0,23,40986.188,1.0,29381.76,47999.73,0.7168761293934998,1.6688694486124277e7
2018-01-05T18:00:00.0,2018-01-06T00:00:00.0,0,41245.914,1.0,30698.734,48790.016,0.6503108862294736,1.575782753103733e7
2018-01-05T19:00:00.0,2018-01-06T01:00:00.0,1,41339.09,1.0,30788.465,50401.906,0.5700371816322731,1.852103614735055e7
2018-01-05T20:00:00.0,2018-01-06T02:00:00.0,2,40889.664,1.0,29717.79,49319.824,0.6275468913129567,1.8499499687495947e7
2018-01-05T21:00:00.0,2018-01-06T03:00:00.0,3,39706.168,1.0,28981.111,49292.88,0.5518632562180946,1.986338328919816e7
2018-01-05T22:00:00.0,2018-01-06T04:00:00.0,4,38454.55,1.0,27123.969,46653.234,0.6454412416851446,1.836240724055147e7
2018-01-05T23:00:00.0,2018-01-06T05:00:00.0,5,37638.785,1.0,27533.533,46590.445,0.5559908354235004,1.748488253711605e7
2018-01-06T00:00:00.0,2018-01-06T06:00:00.0,6,37383.426,1.0,25550.414,44003.42,0.744448024611399,1.6394267723021984e7
2018-01-06T01:00:00.0,2018-01-06T07:00:00.0,7,37552.67,1.0,26322.354,44542.027,0.7058995594713656,1.5982289220995188e7
2018-01-06T02:00:00.0,2018-01-06T08:00:00.0,8,38143.316,1.0,27748.955,44776.49,0.6963096138201655,1.3959221047189474e7
2018-01-06T03:00:00.0,2018-01-06T09:00:00.0,9,39117.76,1.0,27854.979,45188.258,0.75703539636333,1.4465022204500198e7
2018-01-06T04:00:00.0,2018-01-06T10:00:00.0,10,40601.184,1.0,31681.105,49952.477,0.47810894933744275,1.6073117745395184e7
2018-01-06T05:00:00.0,2018-01-06T11:00:00.0,11,42337.043,1.0,31582.887,49403.09,0.6848904242986319,1.5289136514992714e7
2018-01-06T06:00:00.0,2018-01-06T12:00:00.0,12,43457.957,1.0,33770.1,47957.18,0.8025342422406858,9.690442138519049e6
2018-01-06T07:00:00.0,2018-01-06T13:00:00.0,13,43207.32,1.0,31758.031,51176.023,0.6616481904994674,1.8153751660551786e7
2018-01-06T08:00:00.0,2018-01-06T14:00:00.0,14,42021.34,1.0,30433.217,48809.574,0.7282741288278775,1.6258350723861694e7
2018-01-06T09:00:00.0,2018-01-06T15:00:00.0,15,40168.137,1.0,30551.186,46763.82,0.6676714548571906,1.2655084844412088e7
2018-01-06T10:00:00.0,2018-01-06T16:00:00.0,16,38269.355,1.0,29686.242,44832.73,0.6217939131346312,1.1045404679677248e7
2018-01-06T11:00:00.0,2018-01-06T17:00:00.0,17,36464.902,1.0,26198.893,45649.527,0.5514519848771269,1.8214840717454433e7
2018-01-06T12:00:00.0,2018-01-06T18:00:00.0,18,35170.73,1.0,24937.578,43957.902,0.570188831163852,1.7417808374891758e7
2018-01-06T13:00:00.0,2018-01-06T19:00:00.0,19,34276.11,1.0,24354.354,43057.83,0.5563762446307638,1.6842337147395372e7
2018-01-06T14:00:00.0,2018-01-06T20:00:00.0,20,34091.555,1.0,25952.14,41820.48,0.5239915946766287,1.2123298319054127e7
2018-01-06T15:00:00.0,2018-01-06T21:00:00.0,21,34579.387,1.0,25846.416,42780.31,0.5291330459895861,1.3806110701009512e7
2018-01-06T16:00:00.0,2018-01-06T22:00:00.0,22,36761.637,1.0,28502.193,43335.59,0.6042319397145138,1.0593484921648502e7
2018-01-06T17:00:00.0,2018-01-06T23:00:00.0,23,37905.355,1.0,27119.855,46050.36,0.6272070157780452,1.7253690088135004e7
2018-01-06T18:00:00.0,2018-01-07T00:00:00.0,0,37748.504,1.0,28543.527,46049.184,0.5478246486440929,1.475416014463377e7
2018-01-06T19:00:00.0,2018-01-07T01:00:00.0,1,37402.152,1.0,27533.213,46805.145,0.5224255298697557,1.7881672686626196e7
2018-01-06T20:00:00.0,2018-01-07T02:00:00.0,2,36585.027,1.0,25633.666,45468.332,0.5958177189872268,1.894120059607482e7
2018-01-06T21:00:00.0,2018-01-07T03:00:00.0,3,35312.758,1.0,27684.781,47745.484,0.28870976631393336,1.937536965716219e7
2018-01-06T22:00:00.0,2018-01-07T04:00:00.0,4,33833.34,1.0,26108.902,45766.52,0.30922023444365204,1.860456237300396e7
2018-01-06T23:00:00.0,2018-01-07T05:00:00.0,5,32715.523,1.0,23410.96,42797.55,0.4628373326212185,1.809508588414979e7
2018-01-07T00:00:00.0,2018-01-07T06:00:00.0,6,31992.795,1.0,22241.62,41206.215,0.5262954461093634,1.731589518197453e7
2018-01-07T01:00:00.0,2018-01-07T07:00:00.0,7,31591.914,1.0,22792.0,41571.758,0.4418985805188449,1.6980000292356014e7
2018-01-07T02:00:00.0,2018-01-07T08:00:00.0,8,31558.428,1.0,23763.137,41300.473,0.39811643205916614,1.4807608683213115e7
2018-01-07T03:00:00.0,2018-01-07T09:00:00.0,9,31868.475,1.0,24573.494,42483.82,0.3331459855396145,1.5444177228511572e7
2018-01-07T04:00:00.0,2018-01-07T10:00:00.0,10,32695.195,1.0,27111.213,42260.18,0.2704909515709222,1.1049018828918457e7
2018-01-07T05:00:00.0,2018-01-07T11:00:00.0,11,33744.484,1.0,27150.031,44682.2,0.28221782766946546,1.4798882881417513e7
2018-01-07T06:00:00.0,2018-01-07T12:00:00.0,12,34714.74,1.0,29610.18,44931.38,0.21882621193839136,1.1301684087641478e7
2018-01-07T07:00:00.0,2018-01-07T13:00:00.0,13,35895.387,1.0,29725.594,46911.664,0.25592668573266475,1.4220367889569044e7
2018-01-07T08:00:00.0,2018-01-07T14:00:00.0,14,36387.863,1.0,30431.615,43670.46,0.4078593026423312,8.438357826788425e6
2018-01-07T09:00:00.0,2018-01-07T15:00:00.0,15,36316.883,1.0,29805.75,44113.715,0.41721260141987837,9.856287290052652e6
2018-01-07T10:00:00.0,2018-01-07T16:00:00.0,16,36102.61,1.0,29492.15,42068.652,0.5474395072591292,7.61513049143219e6
2018-01-07T11:00:00.0,2018-01-07T17:00:00.0,17,35873.902,1.0,27307.232,44273.844,0.5091192718759915,1.3859510453228235e7
2018-01-07T12:00:00.0,2018-01-07T18:00:00.0,18,35641.94,1.0,25631.588,44604.613,0.5511058787050764,1.7331288225750685e7
2018-01-07T13:00:00.0,2018-01-07T19:00:00.0,19,35308.402,1.0,25139.145,44916.36,0.5263191023023176,1.883162950214386e7
2018-01-07T14:00:00.0,2018-01-07T20:00:00.0,20,35445.043,1.0,25023.148,44683.504,0.5556782307836168,1.8609749870067835e7
2018-01-07T15:00:00.0,2018-01-07T21:00:00.0,21,36067.26,1.0,25531.559,45446.13,0.553744183899557,1.90941138364079e7
2018-01-07T16:00:00.0,2018-01-07T22:00:00.0,22,37690.0,1.0,28077.783,44692.145,0.6426073811509592,1.3290000692518711e7
2018-01-07T17:00:00.0,2018-01-07T23:00:00.0,23,38123.574,1.0,27749.988,46310.22,0.6079952511486045,1.658534623442769e7
2018-01-07T18:00:00.0,2018-01-08T00:00:00.0,0,37676.61,1.0,27765.479,46058.06,0.5771170713232068,1.6110446271253824e7
2018-01-07T19:00:00.0,2018-01-08T01:00:00.0,1,36769.637,1.0,27209.604,47046.066,0.466524336819343,1.8944630286606073e7
2018-01-07T20:00:00.0,2018-01-08T02:00:00.0,2,35271.977,1.0,25879.645,45873.66,0.4440533308813388,1.924676606798148e7
2018-01-07T21:00:00.0,2018-01-08T03:00:00.0,3,33255.555,1.0,25188.707,45513.94,0.3157201288035258,1.988972562958646e7
2018-01-07T22:00:00.0,2018-01-08T04:00:00.0,4,31508.594,1.0,23684.965,43940.72,0.2983165853040006,1.9753975526764154e7
2018-01-07T23:00:00.0,2018-01-08T05:00:00.0,5,30516.234,1.0,22409.93,41752.78,0.3532942914707859,1.8013530001007915e7
2018-01-08T00:00:00.0,2018-01-08T06:00:00.0,6,30188.01,1.0,21150.691,36988.574,0.6287457393009109,1.20768009258883e7
2018-01-08T01:00:00.0,2018-01-08T07:00:00.0,7,30350.195,1.0,19631.66,37375.223,0.6858806818181818,1.5157908247546434e7
2018-01-08T02:00:00.0,2018-01-08T08:00:00.0,8,31192.936,1.0,19231.896,38523.336,0.7117048887724442,1.7917897242256284e7
2018-01-08T03:00:00.0,2018-01-08T09:00:00.0,9,33115.816,1.0,21587.027,41251.746,0.6559156881717618,1.8618010696808934e7
2018-01-08T04:00:00.0,2018-01-08T10:00:00.0,10,36629.76,1.0,25522.703,41184.562,0.8347352045593626,1.1809847080239058e7
2018-01-08T05:00:00.0,2018-01-08T11:00:00.0,11,40408.01,1.0,26781.016,44770.08,0.8844925630783438,1.5580259128076553e7
2018-01-08T06:00:00.0,2018-01-08T12:00:00.0,12,40960.61,1.0,28623.738,46062.727,0.8327163894480347,1.464199880463767e7
2018-01-08T07:00:00.0,2018-01-08T13:00:00.0,13,40255.8,1.0,30866.322,46112.145,0.7050777038409706,1.1190758788722277e7
2018-01-08T08:00:00.0,2018-01-08T14:00:00.0,14,39511.543,1.0,33314.777,43961.12,0.6486818514601808,5.457061846097708e6
2018-01-08T09:00:00.0,2018-01-08T15:00:00.0,15,38731.055,1.0,32167.87,44098.895,0.5921423065878765,6.85351218838644e6
2018-01-08T10:00:00.0,2018-01-08T16:00:00.0,16,37866.812,1.0,32306.59,42519.96,0.5818383946013141,5.022221315780878e6
2018-01-08T11:00:00.0,2018-01-08T17:00:00.0,17,37065.562,1.0,30789.992,42967.6,0.5284426054945384,7.139726714823723e6
2018-01-08T12:00:00.0,2018-01-08T18:00:00.0,18,36454.89,1.0,27123.256,44628.098,0.5611740704316714,1.4752790548182487e7
2018-01-08T13:00:00.0,2018-01-08T19:00:00.0,19,35835.996,1.0,26855.715,44515.973,0.5157764614447455,1.5015917203195572e7
2018-01-08T14:00:00.0,2018-01-08T20:00:00.0,20,35570.95,1.0,25934.588,42563.89,0.6442222361102431,1.3313919041689157e7
2018-01-08T15:00:00.0,2018-01-08T21:00:00.0,21,35944.363,1.0,25630.459,43266.59,0.6534283242780915,1.4974915953067541e7
2018-01-08T16:00:00.0,2018-01-08T22:00:00.0,22,38258.453,1.0,29056.852,41475.78,0.8688278632534238,7.425504099357367e6
2018-01-08T17:00:00.0,2018-01-08T23:00:00.0,23,39877.51,1.0,28898.87,44674.996,0.8189612505608161,1.1982808078403711e7
2018-01-08T18:00:00.0,2018-01-09T00:00:00.0,0,39928.39,1.0,29151.254,44486.63,0.8272243464933886,1.1322608687575817e7
2018-01-08T19:00:00.0,2018-01-09T01:00:00.0,1,39510.426,1.0,28788.658,44130.24,0.8225556128749862,1.1331775649544477e7
2018-01-08T20:00:00.0,2018-01-09T02:00:00.0,2,38067.26,1.0,27208.787,44035.516,0.7505023684324887,1.363192391856122e7
2018-01-08T21:00:00.0,2018-01-09T03:00:00.0,3,36242.84,1.0,24978.184,43447.02,0.6954675643242858,1.6422405849187851e7
2018-01-08T22:00:00.0,2018-01-09T04:00:00.0,4,34781.062,1.0,24178.111,43433.457,0.5931440344633827,1.785090922766781e7
2018-01-08T23:00:00.0,2018-01-09T05:00:00.0,5,33827.02,1.0,23791.367,41224.04,0.6376172419673574,1.4631391947172523e7
2018-01-09T00:00:00.0,2018-01-09T06:00:00.0,6,33793.453,1.0,22261.365,38970.246,0.8118521848989301,1.3441645907380462e7
