2018-07-18T00:00:00,2018-07-18T01:00:00,2018-07-18T02:00:00,2018-07-18T03:00:00,2018-07-18T04:00:00,2018-07-18T05:00:00,2018-07-18T06:00:00,2018-07-18T07:00:00,2018-07-18T08:00:00,2018-07-18T09:00:00,2018-07-18T10:00:00,2018-07-18T11:00:00,2018-07-18T12:00:00,2018-07-18T13:00:00,2018-07-18T14:00:00,2018-07-18T15:00:00,2018-07-18T16:00:00,2018-07-18T17:00:00,2018-07-18T18:00:00,2018-07-18T19:00:00,2018-07-18T20:00:00,2018-07-18T21:00:00,2018-07-18T22:00:00,2018-07-18T23:00:00,2018-07-19T00:00:00,2018-07-19T01:00:00,2018-07-19T02:00:00,2018-07-19T03:00:00,2018-07-19T04:00:00,2018-07-19T05:00:00,2018-07-19T06:00:00,2018-07-19T07:00:00,2018-07-19T08:00:00,2018-07-19T09:00:00,2018-07-19T10:00:00,2018-07-19T11:00:00,2018-07-19T12:00:00,2018-07-19T13:00:00,2018-07-19T14:00:00,2018-07-19T15:00:00,2018-07-19T16:00:00,2018-07-19T17:00:00,2018-07-19T18:00:00,2018-07-19T19:00:00,2018-07-19T20:00:00,2018-07-19T21:00:00,2018-07-19T22:00:00,2018-07-19T23:00:00
9218.129205,8510.669706,9096.804658,8826.286833,7876.309589,8519.592601,7798.266303,5993.176226,3875.765833,3030.586356,1825.578186,1395.106065,1151.25694,997.9391679,967.1862698,1014.948124,1307.870282,1599.918813,1873.229823,3661.552302,5551.796898,7835.147019,9620.354675,9621.32888,9942.112073,9467.207686,9907.875943,9281.139216,8796.864193,8272.313563,8252.068391,5979.452117,4291.068664,3634.90207,2424.98561,2087.451315,1564.836312,1501.263138,1932.165335,2267.463673,2415.0029,2281.983919,3564.946451,4974.220217,8172.544488,9287.169694,9686.157037,11198.98752
9274.553762,8541.752459,9108.874439,8838.167612,7893.133396,8745.962176,7833.580184,6136.43342,3903.160201,3073.93964,1840.776867,1463.142897,1154.426919,1063.555389,969.8975933,1034.314872,1316.430181,1608.952994,1888.303639,3670.773182,5555.225261,7837.044836,9713.278003,9659.252372,10179.27001,9488.369953,9915.129435,9293.680444,8840.217968,8399.035592,8382.379542,6143.887656,4352.173225,3665.260899,2453.377986,2100.230265,1598.595381,1528.231792,2008.835006,2321.027102,2468.740029,2300.161504,3600.715438,4978.004386,8536.288864,9293.074588,9926.043049,11658.53624
9457.580011,8790.233706,9115.563912,8940.302594,7948.137521,8778.957459,7850.094945,6252.929526,3993.647946,3081.447661,1900.827496,1508.908886,1191.74581,1100.394964,976.857757,1044.486299,1348.344865,1676.359211,1937.102662,3729.631569,5665.926831,7958.133515,9806.27879,9683.404346,10240.53623,10279.51025,10033.64456,9308.387222,8993.998103,8508.525663,8557.811164,6154.056681,4357.389262,3718.233482,2481.435108,2113.6103,1603.151712,1556.274272,2023.529487,2322.922225,2558.286084,2313.149349,3610.292754,5008.585209,8550.75271,9656.966975,10118.24293,11698.76737
9556.460001,8799.350177,9158.950247,8986.721443,7955.657455,8927.668592,7943.768082,6345.967029,4019.124161,3131.764476,1902.721111,1514.437785,1199.234621,1112.824125,1000.292144,1047.251902,1348.795052,1686.076393,1964.520565,3736.718043,5958.819864,7995.620983,10249.77032,9709.699355,10271.2253,10333.63381,10048.94412,9369.394277,9060.271594,8596.508495,8648.274646,6247.819645,4375.292491,3729.025701,2491.932307,2141.136004,1605.063604,1576.775958,2036.392916,2329.699594,2560.122699,2373.279382,3659.346105,5030.40664,8553.99592,9686.954853,10433.52078,11757.90569
9673.370027,8816.616858,9176.864193,9038.454926,8058.000315,8942.177836,7964.747481,6377.751538,4099.361494,3156.530024,1926.002035,1519.786289,1223.50102,1130.474474,1006.786263,1062.86257,1380.31261,1686.140318,2008.779352,3763.056496,5992.264633,8100.470952,10530.21946,9746.161874,10483.91986,11001.1951,10107.93803,9427.654726,9072.209497,8728.950453,8746.738374,6320.337667,4377.469591,3806.43634,2558.338194,2172.29116,1660.754637,1621.319351,2091.660788,2338.878602,2587.362539,2427.354305,3672.048466,5079.580536,8731.882844,9695.754994,10466.29016,11799.3618
9712.875831,8878.56164,9197.770817,9098.435332,8069.009517,9018.778763,8036.364957,6429.611274,4149.309853,3190.371232,1939.589177,1520.598327,1234.505848,1136.866655,1011.435812,1077.585038,1398.035804,1707.449693,2125.744168,3785.194047,6025.657249,8293.090394,10573.78635,9967.395368,10512.51679,11152.2757,10147.38827,9551.227629,9080.487199,8990.669731,8992.093907,6349.030082,4408.396003,3822.681688,2636.71427,2182.620192,1718.548441,1725.796231,2133.682124,2378.738782,2594.164501,2444.883855,3819.191775,5102.066209,8837.343917,9713.450057,10539.02143,11800.34308
9949.131805,8906.405327,9237.421141,9114.246352,8103.596764,9122.623356,8076.066878,6487.71241,4181.595155,3291.093001,1970.897756,1524.968359,1253.967475,1142.067306,1016.942568,1092.391175,1403.842081,1713.872832,2125.960012,3868.642114,6050.484483,8423.181927,10674.07632,10486.42182,10522.15276,11196.1515,10187.37221,9603.71487,9456.195833,9118.534451,9260.977721,6607.789836,4585.82181,3928.748054,2661.14902,2183.330673,1792.816689,1812.406602,2189.071273,2402.42127,2598.887489,2484.853084,3886.63351,5153.670394,8857.010503,10012.87144,10618.0919,11987.87718
10083.10411,8991.219703,9309.573019,9213.782904,8182.726888,9262.601735,8181.287576,6589.12263,4211.887017,3299.537898,2026.258356,1527.611289,1254.913717,1156.684254,1055.044487,1092.487427,1418.478872,1716.202527,2241.971285,3921.499711,6113.517095,8454.668606,10765.70224,10602.9574,10575.31064,11211.08213,10205.88082,9765.289028,9705.814314,9184.104594,9306.796736,6617.406973,4703.950611,3940.269709,2677.796553,2207.439331,1825.28491,1839.125559,2222.495142,2444.739901,2602.828892,2518.522985,3978.77941,5164.521264,8885.454827,10030.87955,10667.69422,12321.81888
10166.67844,9004.262427,9421.084615,9336.837651,8546.127787,9411.546944,8199.293108,6589.396452,4211.913504,3311.971037,2028.642358,1539.264185,1267.216946,1158.008283,1091.168484,1102.209216,1434.153858,1723.834136,2254.136789,4054.636669,6208.766046,8931.327264,10996.0385,10794.02637,10579.15532,11253.48193,10717.39787,9866.699225,9705.935277,9459.920551,9510.725723,6661.750198,4711.871057,4009.963591,2742.016108,2235.290473,1844.741079,1865.777432,2225.883992,2555.936513,2615.849518,2571.953844,4012.104769,5259.007463,8943.324483,10091.16241,10679.30002,12377.92348
10183.27481,9147.938538,9451.8494,9360.702156,8583.542117,9413.599273,8211.854305,6665.609385,4242.11744,3318.451789,2172.260095,1564.191594,1285.565912,1214.976374,1100.118943,1113.7446,1447.254068,1746.318498,2262.958734,4059.964523,6227.226701,9010.765667,11045.90219,10870.97799,10605.25328,11551.81526,10765.1024,9973.675902,9901.667305,9463.165571,9560.968885,6749.254656,4726.412671,4084.154993,2770.954199,2250.162134,1869.894722,1948.888529,2235.522812,2584.470473,2742.52493,2595.719642,4076.622683,5303.485477,8958.232663,10176.57675,10754.08161,12499.35396
