datetime,datetime_issue,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99
2018-01-01T00:00:00.0,2017-12-30T18:00:00.0,5375.278083643066,5390.853986759719,5405.272752553194,5416.141248476486,5598.634059337637,5612.318176196814,5629.371988141213,5630.335169287328,5831.554803945018,5839.690545714198,5839.999682650289,5930.868096238659,5998.464156055896,6004.817425891792,6022.482983152808,6110.606369625739,6156.177758569391,6180.128127354685,6253.1672579487495,6573.6878244085165,6676.183331060634,6746.297295895256,6752.902814519865,6783.970496393977,6891.997688400155,7016.688139422991,7083.212122962393,7102.164931048839,7165.324559404992,7186.884559375872,7195.033205719837,7257.673432002814,7313.682130519518,7334.191956171901,7360.110608756619,7361.501050984364,7398.834271698042,7536.039771654903,7546.965509383915,7582.0412712850875,7608.547227214466,7618.0580050405515,7647.628793526415,7649.4857890683525,7649.7376796791295,7703.401553344329,7707.0880596386405,7761.177728906658,7900.628200033916,7914.916332571667,7921.559387566024,8054.73064016832,8066.514779003347,8074.710743251417,8081.283453003073,8082.898482965747,8126.525228983645,8193.02453440223,8199.288610022784,8232.632017784133,8260.0662545439,8278.007491306114,8298.239752786016,8320.214164628786,8324.28973464415,8386.759063725827,8407.700131093494,8462.631439418064,8478.50564600062,8641.97022350739,8701.687427449046,8751.461439014325,8751.96652752885,8773.483430897732,8822.537656218206,8900.953292987957,8954.410983840622,8996.956268640824,8997.980866568918,9005.238609136502,9052.341222315108,9102.521631379721,9131.075194527499,9266.11209317734,9308.380942574015,9354.994029334977,9383.081296785502,9392.900645468353,9641.583992029126,9657.582272804571,9671.190670622109,9702.158585817324,9811.374011092974,9873.269926676574,9903.068317467501,10080.559716934518,10135.15830281437,10158.513620538577,10163.575495080056
2018-01-01T01:00:00.0,2017-12-30T18:00:00.0,5318.029296187871,5604.526713127186,5675.427743935445,5755.003968159421,5877.842213770084,5882.524373229995,6242.3085730634775,6249.086703210133,6286.4347954756,6330.49899048672,6380.245294104125,6405.19547467894,6473.848398617232,6502.014745432014,6516.660902954876,6569.380440239303,6572.356934378129,6601.821239967364,6649.184323682918,6698.290020580682,6728.3004328326015,6732.691994186696,6752.003272659804,6760.644027908431,6785.986464208527,6797.670138070008,6807.5388069396695,6868.429553521617,6883.113010458556,6884.6084607823,6907.939616269328,6939.624647053699,6948.9993946272225,7018.473502383997,7087.451156165305,7098.571467329483,7099.067697127199,7107.493260245304,7127.929035550531,7163.488683409177,7163.877238818176,7193.229991099885,7221.229784367435,7233.038421520667,7329.469891930291,7432.171738575379,7442.547582544759,7456.743715705645,7461.670200423331,7519.283912886468,7522.299076092692,7542.277161652139,7597.75324214933,7632.211229423789,7632.273061075087,7737.4238725927235,7765.159180926428,7768.250097190479,7838.127542039307,7863.126380240964,7887.0756064125035,7920.308526953011,7944.7885021872535,7973.655832193937,7982.010640285917,7997.936992266404,8006.848174182319,8008.962558649553,8014.7065628129685,8064.583137483012,8088.6009825134315,8113.617073399691,8137.087666947579,8149.368375794983,8181.146115032118,8187.675038756403,8217.722720479775,8229.645049953753,8306.457801393251,8315.45488029176,8378.558767286757,8387.301564546584,8407.104069883258,8411.708284643411,8413.477135049567,8414.50672521972,8434.59853790585,8435.200490627496,8439.5137292023,8463.169828788652,8528.04864801336,8531.970957741987,8568.966639530096,8602.608814097075,8608.997379582104,8645.867650452088,8646.729180677305,8689.77985657271,8702.293675048488
2018-01-01T02:00:00.0,2017-12-30T18:00:00.0,6025.789351287251,6124.170491468072,6127.070472676383,6236.09746488836,6248.328659959838,6276.167975246398,6310.729362049884,6312.040903633561,6314.032169755072,6453.840921592668,6484.4537127911835,6516.50210763168,6560.559532720728,6567.033683717928,6573.46757465176,6586.256397669552,6599.716007197565,6611.330822889811,6634.789392589385,6705.17587301796,6722.3668749026765,6758.69273096556,6769.7537876416,6775.4551013953815,6911.907498785493,6973.315469659054,7003.564482174892,7033.059854827077,7100.429663786272,7120.6902685780615,7138.852866215257,7148.765593696975,7161.235416017175,7225.159064218793,7369.229890586307,7383.84641215473,7450.04172970376,7450.413278637192,7467.2767553419835,7474.047544702901,7486.969675495377,7540.048463730205,7547.970044092794,7586.32915370691,7611.761452518494,7632.873096663539,7673.702612515329,7682.73463986903,7695.078225709105,7733.156482906479,7817.264668145267,7842.548039620494,7856.547586358105,7896.221197357451,7918.529126487484,7937.475808795676,7937.7362060339765,7984.857157045554,8017.308201625682,8080.686905214227,8106.761547661657,8115.474149249436,8126.834678503645,8129.513445964724,8143.232014762712,8166.497248286707,8190.715908427775,8197.826746492947,8216.560291376729,8255.025040441682,8258.837464262484,8290.944545873232,8368.107589041852,8383.329662539121,8395.785150511838,8418.970846058459,8419.015645628098,8419.749152533934,8420.582899230081,8441.741670649813,8474.172598955,8491.130911569891,8500.322180569476,8502.52791400519,8505.732844362648,8524.323268568038,8534.189162482897,8579.219671835253,8623.069454525606,8699.536695799643,8727.689822849641,8730.959189545923,8738.031693704368,8787.941916685128,8792.161015361395,8797.478048813764,8921.785008700817,9008.152446869448,9018.102237321922
2018-01-01T03:00:00.0,2017-12-30T18:00:00.0,5136.955045986675,5293.570704700269,5298.072476107838,5323.609393840493,5435.214153863122,5533.89032749842,5536.19933335168,5572.33041284157,5621.770108427132,5630.029321642833,5714.934920838376,5799.04762089569,5834.514826346214,5840.987783923749,5946.488421155707,6084.730050976574,6116.9932363333755,6359.2533601940895,6377.731442207773,6453.9619071437,6719.362801215852,6750.919844673861,6768.611252116172,6833.3407360369165,6888.21665578137,6937.211380454347,7055.213407593714,7070.78091094969,7094.97768136623,7136.079728977283,7148.663038448374,7179.0923466584445,7249.046020294381,7322.884026635304,7332.984010628981,7364.626808863845,7365.469609999606,7381.277143041028,7544.87211746966,7620.10570367853,7665.541009191106,7726.030536806716,7838.160578149052,7875.1923430506295,7879.089971992884,7888.0497012964515,7889.224502389309,7900.052832147516,7907.634428287647,7913.810741992147,7915.768252032349,7942.430479371022,7949.237943062101,7950.333416932291,7951.698427361595,8085.4393834940975,8104.248238468824,8115.991090797539,8128.70193187969,8134.157614472297,8189.163776105598,8206.176028758247,8261.772558068453,8272.88591379344,8320.83339053076,8344.192181611188,8394.70841314264,8414.908446902427,8439.953767872466,8441.806946959887,8451.592228012,8475.017484402673,8496.761662077517,8558.449037219249,8567.492072977602,8612.298573630991,8613.5973398815,8651.132709550508,8677.6914893282,8715.449206104593,8802.818622447505,8836.321198559099,8954.431496193105,9027.116856544584,9144.846808082171,9157.89902849698,9158.9606227608,9160.388552459077,9165.413683043738,9175.142973612354,9217.680200631268,9254.909308910117,9345.857510992542,9480.586801106017,9513.31842906146,9519.64096848972,9618.382567550441,9666.900688173208,9829.692836362454
2018-01-01T04:00:00.0,2017-12-30T18:00:00.0,5035.274728925566,5165.511681118507,5238.988154247407,5479.410207134164,5529.905648085658,5586.237052719695,5675.903384029351,5924.832925479041,6001.296100304625,6019.196611582743,6035.77949991983,6076.175277886383,6107.850421576686,6213.892561289452,6313.176967969388,6313.836544260443,6496.955389748775,6572.851833678224,6598.493867434334,6619.624083323661,6651.202778763996,6658.980899196316,6685.5697527022985,6688.953363689147,6881.298881740858,6905.895545082962,7124.9287289834765,7149.000413218504,7162.96337566908,7197.2781127015105,7244.845154641533,7282.74280860394,7329.134690870687,7349.446416259572,7352.972366974883,7355.040123878775,7356.815700244426,7415.527518397048,7424.909606761623,7483.304208576516,7514.669122637713,7685.433142497357,7722.760541324493,7732.101596674083,7738.390192606925,7769.042733052034,7869.213572351815,7870.349425190969,7870.881503315118,7913.337515765639,7942.952900036714,7997.57720501272,8018.7622588716,8130.974071100394,8136.490930540178,8178.945553735183,8183.476266375454,8243.507021477963,8243.562816315503,8326.775520041705,8343.9964147091,8421.83750414356,8429.541383075564,8465.660663068851,8488.254872377911,8606.440776450865,8620.650987075345,8725.88633882807,8774.568345358788,8796.17891234675,8825.471634443396,8825.748579217427,8829.85004671885,8847.927328126687,8926.912763165226,9050.935979745196,9053.145544035502,9066.132670725283,9084.875149462054,9151.442685323773,9175.429366662887,9179.52708081594,9212.73846145898,9223.731748173765,9266.451075644925,9311.941674745598,9340.557268986757,9414.972315056106,9465.768534880712,9477.849917512816,9485.433667958348,9541.162175006368,9566.081527476928,9587.964495239066,9592.27889394467,9625.193873497949,9626.173389606622,9627.08620011192,9648.06602600315
2018-01-01T05:00:00.0,2017-12-30T18:00:00.0,4945.5410470346405,5108.911369483767,5313.905818402653,5468.320896504889,5520.278983498385,5651.127093822106,5675.572979677319,5842.761111053674,5877.646428128111,5973.045600321957,6066.017313941311,6115.263380351642,6165.73235532738,6445.063369456692,6702.475839614066,6771.101316051833,6791.726136594709,6793.746017456783,6819.687534678529,6836.462322335131,6970.509298165839,6994.273108393874,7049.803649401929,7175.809725581729,7203.446221952855,7211.123506186748,7227.833730800533,7253.966947137609,7329.987286024076,7357.485186478527,7398.404598317829,7402.9524854973115,7447.7574204348775,7533.252133950957,7553.005833102154,7575.625442798946,7609.121206622322,7664.83768831655,7675.7918454754035,7695.166591306793,7786.799992046029,7837.4800246338955,7845.323581865043,7860.390784762971,7866.496023319282,7885.37027482004,7908.16530061019,7961.367751032331,7986.009961824011,8052.4771105969585,8085.397242018475,8103.762671833413,8103.875313154697,8161.745169957671,8164.877537230016,8198.148564430952,8256.547195679415,8277.050538804171,8284.90513814119,8301.04994246453,8302.194989436617,8345.70479642346,8374.354862943774,8410.183355234885,8433.181559720195,8475.814882695977,8535.30365519359,8588.306022131062,8595.115227555325,8610.032849444857,8619.980906404606,8741.628758457242,8753.617439561856,8774.47537013225,8780.105702747049,8786.737669818003,8840.245059325336,8855.764191462302,8867.384735489231,8872.387332443992,8897.367592192088,8943.394724114609,9005.397541041419,9049.980690935237,9087.295254854911,9126.994418058193,9211.998683794736,9230.536047454174,9231.991911451038,9242.279564424236,9291.783749241871,9325.3018384907,9346.608413407947,9367.826961766774,9423.309103243553,9425.903294217776,9494.613568239503,9528.590307818524,9551.14793107351
2018-01-01T06:00:00.0,2017-12-31T18:00:00.0,4498.394517418776,4504.7755796935,4516.861176450602,4572.793272190121,4666.268976536063,4826.554864944199,4833.274486527205,4908.430955789951,4983.0349671519725,5036.677591377977,5073.171161639367,5081.994198335395,5162.449940315124,5313.3553978168,5444.498706142418,5464.975856945011,5480.957185703596,5561.927865584993,5577.426686836328,5747.461386646144,5776.209404736586,5785.940950232045,6008.54361505354,6021.798601969957,6101.731122798972,6103.790965956782,6134.403388941818,6148.764115619944,6191.836305934614,6259.498033760928,6270.441325656942,6280.7844657666365,6306.0891965234805,6354.073483398022,6390.864469246781,6403.666196051442,6408.491921562839,6434.254185527658,6447.26450095866,6487.88836362875,6591.317158711857,6621.718722389377,6658.1874737755215,6696.962021520847,6714.750343028496,6842.24481574365,6881.971816835467,6897.299258611463,6904.319162609968,6953.909536451132,7098.0240220955275,7104.454537953916,7128.556664649597,7134.231228908298,7143.281176168638,7158.021661232462,7166.3255603844245,7194.305806132676,7273.910049059307,7306.2316062059945,7414.5902321563735,7430.779600234461,7529.696181361358,7646.739906247574,7679.742236604575,7695.594775265102,7713.044226616414,7811.22336863571,7839.441341821885,7893.652497560922,7974.331610482411,8101.703165147028,8138.01306998304,8166.419093468365,8180.022102461446,8187.358789371559,8213.834388945079,8257.202172340707,8303.84316766606,8343.914787474148,8378.410936486787,8414.757495844222,8426.273717966169,8453.930814804957,8466.783511109828,8472.459634931549,8566.505065213532,8573.841737219971,8593.09378793019,8606.117287789859,8631.815641607325,8663.365290642312,8668.25422476384,8674.338077973534,8879.609161406994,8895.865671600575,8912.219783825469,8990.433413909164,9009.137593856576
2018-01-01T07:00:00.0,2017-12-31T18:00:00.0,4437.077785255013,4442.948495734148,4446.172183847669,4487.634403891207,4756.878210747045,4793.178670789805,4794.775331876647,4836.273468960386,4836.510452441159,4844.15785603987,4879.815822025574,4905.766509722589,4925.037634293657,5010.303315877147,5016.554118478296,5053.168812937096,5067.2388024207285,5101.192248410634,5222.992559261657,5279.268770080957,5297.939706545032,5351.7091217712605,5378.54259316897,5460.840084239796,5503.840371619541,5506.655734900776,5546.403804548801,5667.545602033193,5701.66860008789,5719.922193753811,5763.826184594473,5795.62591731095,5813.395062087595,5892.43064133387,5939.555353168564,5983.7618922076235,5990.765120250915,6006.899826081525,6035.040834917544,6043.888625509078,6073.431211245155,6077.269055856788,6100.614027646217,6117.5206392146865,6117.91673496797,6134.407743050403,6148.60737351007,6153.697909904503,6220.074451214543,6253.49290341509,6327.542211904039,6377.472831041414,6397.924174423896,6446.580287374889,6463.905771356281,6503.540266372767,6523.053627637151,6564.827604924315,6689.443689632223,6689.798600434352,6730.347241643722,6730.572235139667,6760.059345148296,6780.574506097131,6842.617088266398,6862.023548958304,6894.505177275639,6894.992584465356,6902.276371882303,6933.175463307084,6984.541394160446,7172.592077110452,7264.907086837448,7265.8825205099865,7363.865745589873,7377.305173187523,7388.370933611417,7418.326874956349,7432.594886349429,7436.290877564228,7579.545416225009,7585.1948283890415,7632.057535145824,7632.337267488816,7636.726367233238,7900.088226183821,7914.448671972032,7923.175975758688,7954.314547434538,7960.332366482837,7994.931105107493,8012.721829113125,8017.488871091795,8021.831824680978,8071.504203493769,8179.663747895996,8186.3338354455045,8267.099411935496,8353.45207050249
2018-01-01T08:00:00.0,2017-12-31T18:00:00.0,3856.0621766745962,4056.178286952662,4064.3370850664783,4119.029133903952,4140.086786121879,4264.263352196394,4415.732807376835,4445.262533404086,4484.639942413156,4553.396904528864,4565.049569363387,4659.150601229012,4793.4295930101,4819.9836636460095,4840.535083253784,4867.765051192211,4892.413313208839,4907.791459153019,4968.175243973363,5015.2641551646775,5031.672703541612,5052.193642182995,5104.606455226511,5122.9555720193275,5214.506726829333,5215.796117319377,5225.257136391674,5340.121149594547,5355.100960748285,5366.043754702656,5425.8583384788,5464.652268534062,5513.11155463596,5539.410910700402,5596.389427921871,5702.7724474815095,5735.537128251841,5762.079845365254,5776.125986699561,5786.637129423181,5791.694703533405,5828.626368562245,5841.401928323341,5843.555333974109,5856.413984945504,5858.814625867289,5900.060819641929,5918.30204644912,5986.136451190989,6000.322901669741,6046.953250831517,6072.81774009176,6083.915423454337,6134.276141658678,6140.660180486121,6159.798518760657,6182.687688000184,6192.682651268528,6204.8940248026265,6217.378318952265,6226.420519738439,6227.232582848406,6231.821945594384,6245.107263437173,6261.1055949417905,6275.131750198141,6278.662169970973,6288.961070167675,6295.800755017762,6297.0394096515965,6298.448484404794,6327.32748317938,6339.526984108753,6353.09830507034,6360.4002993427775,6363.081082142697,6411.681689015973,6412.098429979759,6453.817772716439,6509.597397377781,6520.693540620241,6523.001417825406,6535.861501530117,6560.058953227002,6560.672771754805,6645.24737220985,6684.51327811077,6743.398816379302,6759.229255215143,6772.550802567931,6773.503377954745,6784.900199063463,6797.204882696019,6845.019083577468,6852.32189416807,6886.023014069682,6887.339703888009,6889.17559356189,6907.0640104172235
2018-01-01T09:00:00.0,2017-12-31T18:00:00.0,3613.212055977292,3678.0453853682234,3734.934945940499,3969.07646769861,3978.119893725498,4009.2521173120085,4151.981311686287,4161.033645775213,4186.298673996038,4202.699810992881,4218.7308661633215,4224.1115214368,4233.484188341581,4257.238979990125,4332.238490846719,4452.274840011771,4459.5417766922665,4504.176154355575,4562.259767147745,4595.426508912572,4608.177610453086,4657.021027408511,4675.100755520323,4679.028710469249,4756.63726009118,4823.632594722081,4826.096552280564,4881.144439694596,4890.041428167458,4908.209238398644,4925.677723645964,4964.793449511165,5014.286829279771,5037.712646168562,5087.586093370739,5088.5421185594405,5097.914874250446,5104.740336532825,5241.380566102869,5468.928221340824,5476.701974482845,5507.883407050497,5525.980158451038,5592.214329030261,5637.116048138533,5664.286360823863,5702.646447492505,5731.730790205875,5752.396748909051,5768.488257233073,5921.771986234506,6012.367215658534,6058.270402614819,6076.168892494065,6239.422169687504,6254.247187288837,6383.318723580581,6395.647036055039,6406.130604078051,6419.043029152699,6425.859386454041,6494.903475037181,6520.7925393102005,6542.491369246729,6551.870183750686,6612.874442014937,6624.381370189102,6648.0530763507495,6656.762295015266,6684.088147063521,6690.724423398446,6736.50145052395,6801.207686547029,6817.860779148994,6900.336136385144,6907.941479437238,6919.804362163418,6937.9297824296345,6940.575329260351,6941.680386527091,6970.242459993977,6970.402310003518,6978.794246008633,6998.02778999639,7027.758551443048,7053.993329957011,7065.577319126554,7105.418401397466,7125.562773679099,7157.4031597059275,7216.8422624693485,7223.694668024527,7282.091406071499,7335.82702789209,7346.774333842707,7363.563154488994,7366.140700445294,7397.134667426259,7412.024294915113
